sleep_duration,sleep_quality,physical_activity,stress_level,heart_rate,daily_steps,wellness_trend
4.5,7,43,7,76,6694,Declining
6.8,6,22,5,79,5422,Stable
5.9,4,54,5,80,8313,Declining
6.3,7,57,5,74,7025,Improving
7.2,7,46,5,81,6436,Improving
7.2,8,10,6,88,5936,Stable
7.2,8,55,7,81,8027,Improving
5.0,2,52,8,96,6290,Declining
8.9,8,79,2,71,11424,Improving
5.6,8,39,7,79,6672,Declining
5.4,3,59,1,74,8128,Stable
7.6,9,43,7,84,6151,Improving
5.7,7,30,8,81,4779,Declining
4.5,6,64,10,85,7947,Declining
7.9,6,60,5,65,8625,Improving
6.6,6,48,2,73,7443,Improving
4.8,7,50,5,84,8491,Stable
5.9,5,22,7,80,5338,Declining
7.4,4,19,2,71,4060,Stable
9.0,9,61,7,76,7563,Improving
8.2,4,47,5,78,4868,Improving
4.5,6,23,7,79,4467,Declining
7.8,4,12,4,74,5088,Stable
8.4,6,54,3,70,8273,Improving
7.8,8,61,4,75,9375,Improving
6.2,5,69,7,74,8707,Stable
6.9,3,38,7,84,3791,Declining
7.8,8,36,2,70,7731,Improving
4.8,5,87,6,75,10234,Stable
7.5,7,55,2,73,9558,Improving
7.5,4,13,7,81,3206,Declining
6.7,6,27,7,85,4754,Declining
6.6,6,24,7,81,5140,Declining
4.7,5,23,7,79,3100,Declining
5.2,6,48,7,78,7585,Declining
5.9,6,71,6,78,9106,Stable
7.3,3,64,10,78,7241,Declining
7.5,1,63,4,79,7128,Stable
7.0,5,52,5,75,7094,Stable
7.6,3,24,9,90,7308,Declining
5.5,6,29,6,89,4961,Declining
6.8,9,51,3,82,7896,Improving
7.4,7,26,8,83,5891,Stable
6.9,6,67,6,77,8724,Improving
8.3,7,52,7,80,7367,Improving
7.3,2,44,9,87,3213,Declining
7.3,5,53,6,75,7733,Stable
5.1,7,15,3,79,6192,Declining
6.2,6,73,10,88,7755,Declining
5.8,7,70,5,87,8211,Improving
7.2,9,29,7,72,5321,Stable
7.0,2,34,6,83,4507,Declining
8.0,3,39,6,77,3171,Stable
4.5,2,56,5,89,7150,Declining
4.5,1,26,6,86,3185,Declining
5.7,3,87,7,77,9610,Declining
7.1,7,69,5,77,8223,Improving
4.6,7,10,5,86,5343,Declining
7.2,8,31,6,78,5532,Stable
7.3,8,58,3,79,8437,Improving
6.9,7,42,4,77,6578,Improving
8.4,2,36,4,75,6084,Stable
6.9,3,22,4,77,4324,Declining
6.4,7,10,6,84,4534,Declining
5.5,5,70,7,81,9529,Declining
8.0,8,51,1,71,9099,Improving
4.5,8,23,6,89,6106,Declining
4.5,4,59,6,74,7747,Declining
4.6,5,50,1,79,7565,Stable
7.1,6,10,5,80,3539,Stable
7.0,6,34,7,85,6415,Stable
7.2,9,37,9,92,11125,Stable
6.2,6,40,9,88,5992,Declining
5.9,7,72,3,72,9313,Improving
4.7,4,61,4,82,8028,Declining
7.3,4,38,8,83,4684,Declining
7.9,7,59,1,70,8437,Improving
8.2,7,21,5,67,5200,Improving
5.7,6,51,6,78,7080,Stable
5.7,9,44,6,78,7389,Stable
6.3,6,57,1,74,8447,Improving
5.3,4,60,4,83,7493,Declining
7.8,4,72,2,69,8408,Improving
9.0,8,63,7,72,9639,Improving
6.8,4,56,2,73,7682,Improving
5.3,5,79,5,75,11749,Stable
6.5,5,55,7,73,7956,Declining
6.5,8,15,8,83,4837,Declining
6.0,4,48,8,77,7623,Declining
9.0,6,64,3,80,8945,Improving
6.4,8,55,5,88,8432,Improving
6.5,7,21,8,85,6683,Declining
8.3,3,69,5,68,7228,Improving
7.1,5,10,6,79,3245,Declining
6.4,7,57,3,68,9302,Improving
6.0,8,58,4,78,8358,Improving
6.5,5,35,10,87,6904,Declining
4.6,5,80,6,85,9685,Declining
7.4,5,25,5,66,3756,Stable
6.6,6,39,5,83,5917,Stable
6.7,1,10,9,83,1693,Declining
7.5,9,15,5,72,3409,Improving
7.6,9,45,5,77,7266,Improving
7.5,6,72,7,86,8759,Improving
6.1,7,21,1,74,7371,Improving
5.4,7,45,2,76,9808,Improving
6.8,8,51,6,75,8202,Improving
5.7,7,56,4,74,7982,Stable
6.6,5,33,3,77,4416,Stable
5.7,5,13,7,86,2547,Declining
6.4,8,49,4,72,8171,Improving
5.6,7,80,9,86,10868,Stable
8.3,4,89,8,78,9818,Improving
6.1,7,83,4,76,9703,Improving
5.6,8,47,5,85,7104,Stable
6.9,5,16,10,84,4323,Declining
6.3,6,35,3,72,5753,Stable
4.5,4,26,4,76,4882,Declining
5.9,9,61,5,80,9995,Improving
6.9,5,74,4,75,9774,Improving
5.8,8,62,2,78,8885,Improving
7.0,9,54,6,77,6788,Improving
9.0,8,19,5,76,5518,Improving
7.5,6,27,7,88,4438,Stable
7.1,9,32,1,72,6036,Improving
6.3,10,51,4,72,8515,Improving
7.4,3,43,9,81,6291,Declining
5.3,5,40,2,76,5037,Stable
5.9,2,41,8,86,6077,Declining
5.2,4,25,8,82,3977,Declining
7.4,4,10,9,87,3756,Declining
7.5,5,56,4,74,6634,Improving
6.9,5,36,5,81,6383,Stable
7.7,4,10,2,71,4454,Stable
9.0,4,50,1,73,8042,Improving
5.7,6,79,2,68,11449,Improving
5.4,1,16,3,77,3571,Declining
7.8,9,60,8,80,8434,Improving
4.8,6,68,8,81,9494,Declining
5.1,5,67,5,79,8796,Stable
7.5,6,90,4,73,11360,Improving
7.4,6,56,4,78,8060,Improving
6.4,6,53,3,74,7867,Improving
6.3,7,86,7,83,10136,Improving
5.0,8,49,9,82,7714,Declining
6.1,5,34,3,70,6631,Stable
6.9,8,10,8,80,3392,Declining
8.9,5,10,9,92,3213,Declining
6.0,5,34,8,91,4972,Declining
7.1,10,40,7,78,7695,Improving
5.3,8,49,7,85,6830,Stable
6.3,7,28,5,78,6069,Stable
5.6,10,48,4,75,8583,Improving
4.7,7,41,3,80,7795,Stable
4.5,3,83,1,76,10891,Stable
5.7,5,27,8,83,4969,Declining
7.3,8,55,8,80,7721,Stable
6.1,6,57,9,85,7769,Declining
9.0,4,61,1,66,6974,Improving
6.2,6,27,3,76,6254,Stable
7.0,7,58,4,84,8460,Improving
4.7,3,36,7,79,3276,Declining
6.1,8,52,2,67,5724,Improving
6.1,6,69,5,73,8554,Stable
9.0,6,49,1,71,8072,Improving
7.9,8,70,7,72,10717,Improving
7.6,5,41,5,79,7507,Stable
5.8,6,53,8,80,5730,Declining
8.6,7,15,4,76,7175,Improving
6.6,7,39,7,77,5803,Stable
7.1,6,42,6,79,6765,Stable
7.0,4,75,5,79,8141,Stable
6.5,8,71,8,82,3582,Stable
4.7,4,23,3,80,5662,Declining
6.8,4,48,5,73,7623,Stable
7.2,4,31,7,76,6529,Declining
4.6,5,20,3,81,5389,Declining
5.5,7,42,8,82,7943,Declining
6.1,8,28,3,85,6626,Improving
6.9,6,24,5,72,5024,Stable
6.7,8,25,7,84,4904,Stable
7.0,6,101,7,74,11879,Improving
5.7,7,24,8,89,5047,Declining
5.6,7,53,3,82,8261,Improving
8.9,5,33,7,78,7576,Stable
6.6,4,43,9,76,6057,Declining
7.4,5,30,8,87,3497,Declining
5.4,9,10,8,73,5144,Declining
8.1,5,38,5,76,5833,Improving
8.7,6,14,4,82,2883,Improving
6.0,8,42,9,98,5296,Declining
6.3,6,55,5,74,7735,Stable
7.8,3,37,3,75,5531,Stable
5.4,3,29,7,86,3488,Declining
7.7,5,52,5,76,7825,Improving
5.7,7,42,6,84,6176,Stable
9.0,3,24,6,75,3278,Stable
6.9,4,28,6,83,5189,Declining
6.3,5,67,4,80,7817,Stable
9.0,8,70,5,68,10421,Improving
6.7,6,26,3,80,5769,Stable
8.1,7,35,3,74,6096,Improving
7.6,5,25,3,76,4665,Improving
7.2,6,85,1,64,12188,Improving
5.8,7,62,3,79,10534,Improving
5.4,10,86,1,74,12343,Improving
7.4,6,14,8,86,3087,Declining
7.1,4,44,7,76,5292,Declining
7.4,3,66,4,69,8176,Improving
7.9,9,85,8,77,11574,Improving
7.7,8,84,4,76,10088,Improving
5.0,6,44,5,83,5573,Declining
7.7,10,48,4,79,8795,Improving
7.9,7,10,9,86,3415,Declining
4.5,10,38,5,82,7548,Stable
6.6,9,80,5,79,11091,Improving
7.3,3,49,9,83,6089,Declining
7.8,7,69,5,76,10667,Improving
7.1,8,31,5,79,5420,Improving
6.6,6,43,8,86,6789,Declining
6.8,9,10,7,88,3429,Stable
7.0,6,56,5,78,7789,Improving
5.6,3,44,3,78,6904,Declining
5.2,6,10,3,86,6019,Declining
6.2,7,19,5,81,5172,Stable
5.7,5,63,5,81,6240,Stable
6.1,4,71,7,77,8428,Declining
5.2,4,80,5,80,9215,Stable
6.8,3,64,1,66,7616,Improving
4.9,10,52,5,81,9207,Stable
9.0,4,50,5,85,7249,Improving
4.5,5,83,9,87,10991,Declining
8.1,3,71,8,76,8032,Stable
6.2,6,26,7,87,4897,Declining
5.5,7,82,6,78,10354,Stable
7.2,5,17,1,83,3225,Improving
6.1,9,39,5,81,6413,Improving
8.1,8,62,10,87,6699,Improving
6.9,8,63,6,84,8326,Improving
7.5,7,30,1,75,7493,Improving
7.2,7,29,6,82,7251,Stable
6.6,9,54,7,85,8431,Improving
7.3,5,19,6,77,3264,Declining
7.3,5,40,6,84,6178,Stable
6.8,6,10,5,83,2979,Declining
5.0,5,62,7,79,8853,Declining
7.3,4,10,5,77,3248,Declining
4.5,6,30,2,75,7381,Declining
6.1,5,42,8,84,6213,Declining
6.7,7,42,8,80,7223,Stable
6.9,6,45,3,76,6353,Improving
7.9,9,55,10,84,8818,Improving
4.6,7,67,7,85,7996,Declining
5.5,9,64,4,80,8983,Improving
6.0,6,87,6,79,11510,Stable
6.6,3,48,7,85,7058,Declining
7.7,8,13,6,78,3889,Stable
6.2,10,66,9,83,9799,Stable
5.8,4,76,3,83,9129,Stable
6.9,6,44,8,83,6741,Declining
7.0,8,33,8,89,5471,Stable
4.6,6,83,3,71,11739,Stable
7.3,5,29,9,81,6040,Declining
6.0,7,60,4,80,9735,Improving
7.9,5,67,9,74,7732,Stable
5.8,9,25,9,92,4577,Declining
6.6,6,36,6,73,5740,Stable
7.5,7,35,5,77,6301,Improving
8.5,4,68,4,80,8051,Improving
6.9,2,50,5,79,7810,Declining
4.5,5,29,6,86,4174,Declining
6.8,5,86,5,75,11826,Improving
6.5,7,61,4,72,7766,Improving
7.0,7,12,8,85,2847,Declining
8.6,5,104,6,75,14226,Improving
5.9,6,18,7,88,5598,Declining
7.4,4,63,3,76,8551,Improving
7.7,8,55,4,82,8343,Improving
5.4,9,47,5,78,9490,Stable
5.0,8,11,3,80,4347,Stable
6.4,4,66,5,68,6912,Stable
8.2,7,68,6,82,9055,Improving
7.7,7,68,7,75,8917,Improving
5.6,4,62,1,64,6969,Improving
6.5,7,52,5,79,8254,Improving
6.1,6,35,8,82,6212,Declining
6.2,4,39,3,74,5061,Stable
4.5,6,57,9,86,8276,Declining
8.2,2,37,7,73,6094,Declining
4.9,3,52,2,71,6661,Declining
7.2,6,35,8,83,4757,Declining
4.5,9,40,8,88,6860,Declining
6.3,6,45,4,70,6435,Stable
5.1,6,39,2,77,7786,Stable
7.4,7,48,5,74,6727,Improving
5.8,4,42,5,84,6435,Declining
6.1,9,80,8,83,10686,Improving
4.5,8,36,1,76,8100,Stable
4.5,8,70,9,88,8678,Declining
7.4,6,45,5,76,5616,Improving
6.6,10,39,10,88,7286,Stable
8.4,6,25,5,76,5001,Improving
8.4,6,39,2,71,6774,Improving
5.6,7,35,9,85,5788,Declining
7.2,6,86,8,86,9956,Improving
7.0,6,22,3,79,6403,Stable
6.5,6,80,3,77,9294,Improving
5.8,6,39,7,84,5943,Declining
7.1,5,18,6,81,4209,Declining
5.8,10,78,5,82,12027,Improving
8.2,10,41,3,73,8291,Improving
5.3,7,44,5,87,8551,Stable
7.3,7,47,9,84,7807,Stable
6.6,5,10,7,86,3127,Declining
7.9,5,60,4,85,7848,Improving
5.4,6,40,5,73,5256,Declining
7.7,1,68,7,71,7757,Declining
7.4,10,44,4,85,7847,Improving
7.6,7,15,5,80,4502,Stable
7.4,7,72,7,79,10336,Improving
5.7,2,19,5,84,4667,Declining
6.1,6,41,5,80,5695,Stable
7.5,6,82,6,76,10127,Improving
6.2,6,16,2,76,5619,Stable
5.0,5,32,8,85,3882,Declining
6.7,4,49,7,84,7377,Declining
7.2,3,39,4,69,4924,Stable
5.9,6,49,5,78,7564,Stable
5.6,9,56,4,80,8421,Improving
7.5,7,53,8,79,7059,Stable
4.5,2,36,5,71,5657,Declining
6.3,6,30,10,82,4891,Declining
7.1,4,12,10,89,2462,Declining
8.0,8,33,6,75,6476,Improving
8.4,5,40,7,79,5172,Stable
7.2,3,62,7,81,7988,Declining
6.7,5,53,3,77,9222,Improving
6.4,7,52,5,77,7516,Stable
6.3,3,31,5,75,3699,Declining
7.0,7,28,5,76,7134,Stable
8.3,6,10,6,80,3577,Stable
5.6,7,38,4,78,5066,Stable
7.2,7,56,10,87,7426,Stable
6.7,9,69,10,79,9461,Stable
4.9,2,94,2,75,9029,Stable
9.0,9,31,5,68,6292,Improving
6.1,10,46,7,73,6300,Stable
7.1,10,71,9,74,9891,Improving
7.5,7,61,7,79,7292,Improving
6.0,4,27,5,81,4801,Declining
6.2,10,39,6,82,6895,Improving
7.2,8,10,6,82,5175,Stable
5.5,6,53,6,86,6164,Declining
5.8,3,49,6,78,6371,Declining
6.8,4,43,4,76,5385,Stable
9.0,5,46,6,72,7265,Improving
7.1,7,50,6,74,6748,Improving
7.1,4,45,5,82,7089,Stable
4.5,6,39,8,86,6467,Declining
5.3,5,25,7,85,4601,Declining
6.5,6,72,8,75,7988,Stable
6.9,7,50,7,78,6012,Stable
6.8,7,12,7,91,5659,Declining
5.5,4,63,3,72,8516,Stable
6.2,7,39,3,75,8145,Improving
7.1,4,69,5,83,7506,Stable
5.9,7,51,5,76,7977,Stable
6.6,6,85,6,71,9763,Improving
8.4,7,30,8,82,6613,Stable
6.7,5,60,6,74,6949,Stable
6.3,5,35,8,82,5810,Declining
8.7,6,48,7,81,7512,Improving
7.0,6,34,3,77,6176,Improving
7.5,8,59,3,77,11538,Improving
7.3,6,27,10,90,5122,Declining
6.3,8,33,7,73,5859,Stable
6.3,9,53,7,89,8810,Stable
5.0,7,35,8,82,5837,Declining
8.7,5,16,5,75,3324,Stable
5.6,6,29,3,75,4431,Stable
6.4,4,16,6,88,3346,Declining
5.1,7,25,8,83,4151,Declining
5.5,7,33,3,72,5920,Stable
7.0,7,35,6,80,6102,Stable
8.6,9,85,6,72,10966,Improving
5.6,6,11,5,80,5409,Declining
8.1,4,10,4,79,4626,Stable
7.7,6,34,6,83,5861,Stable
8.5,6,42,3,73,5181,Improving
7.0,5,22,6,73,4713,Declining
7.3,5,63,8,76,8584,Stable
7.7,6,10,4,71,4088,Stable
5.9,6,85,6,74,11761,Stable
7.9,6,53,7,80,8867,Stable
4.9,6,13,4,84,4832,Declining
5.1,7,12,5,84,4655,Declining
7.9,8,61,3,75,9969,Improving
7.0,10,67,2,70,10612,Improving
6.2,10,81,4,78,11023,Improving
7.3,8,90,2,69,11375,Improving
5.7,3,41,8,86,5866,Declining
5.4,8,35,4,72,6471,Stable
5.2,7,32,5,76,6754,Declining
7.0,9,34,5,84,7507,Improving
8.4,1,35,3,74,4710,Stable
7.5,5,73,5,84,8980,Improving
6.2,6,11,3,77,5029,Stable
7.0,4,53,2,75,7167,Improving
6.1,5,38,3,85,6405,Stable
9.0,7,18,3,72,3572,Improving
6.6,10,68,3,73,9989,Improving
6.0,7,55,4,82,6467,Improving
5.6,4,69,6,81,8327,Declining
6.8,5,10,5,75,3307,Declining
6.9,4,42,9,77,5815,Declining
6.6,3,36,6,83,4825,Declining
7.7,3,36,3,70,6660,Stable
7.0,6,35,6,83,6916,Stable
6.0,7,60,3,71,4324,Improving
8.2,8,45,4,79,8553,Improving
6.4,6,57,8,83,5748,Declining
8.9,6,34,3,73,5941,Improving
6.3,9,43,6,84,6653,Stable
6.6,8,10,5,83,4151,Stable
8.6,7,56,4,68,10278,Improving
5.6,5,58,2,78,8274,Stable
8.4,6,44,5,79,7014,Improving
6.2,5,18,7,78,3640,Declining
7.3,7,79,6,75,9177,Improving
5.6,5,67,1,80,9570,Improving
4.8,5,79,5,78,8639,Stable
5.6,6,60,4,74,8436,Stable
7.0,6,28,1,63,6291,Improving
7.6,7,64,3,68,9738,Improving
7.1,7,63,7,73,9626,Improving
6.2,3,36,5,81,5368,Declining
5.5,9,51,4,75,9023,Improving
6.7,6,25,1,70,5580,Improving
7.1,6,34,5,82,6653,Stable
6.0,3,51,8,90,6061,Declining
8.9,9,51,5,75,7188,Improving
6.4,6,52,4,81,7845,Stable
5.7,6,64,3,75,10512,Improving
6.9,5,28,4,75,5183,Stable
8.1,6,22,4,70,4575,Improving
6.7,2,33,5,75,6423,Declining
7.4,8,20,7,78,5128,Stable
4.8,7,49,5,77,8145,Stable
7.7,2,56,10,86,6756,Declining
7.3,4,46,5,82,6110,Stable
8.2,5,15,8,86,3273,Declining
7.5,5,73,4,67,11144,Improving
7.3,5,56,5,71,7256,Improving
6.6,4,38,8,82,5629,Declining
5.5,8,64,5,77,10214,Improving
5.1,3,47,6,82,7248,Declining
8.1,7,40,8,79,6643,Stable
5.9,7,56,2,82,9528,Improving
6.4,7,91,8,82,10623,Improving
7.5,3,85,5,80,9645,Improving
6.8,5,51,5,79,9638,Stable
7.5,7,34,4,79,8033,Improving
7.9,7,56,5,79,7936,Improving
6.3,8,48,8,78,7711,Stable
8.1,10,33,6,76,7527,Improving
7.6,5,63,8,78,7438,Stable
7.1,5,45,1,73,7938,Improving
5.6,10,34,3,75,6113,Improving
7.4,8,30,9,82,4883,Stable
7.0,6,68,3,75,7396,Improving
6.3,8,24,9,78,5885,Declining
6.3,5,46,1,68,7566,Improving
5.1,8,47,5,86,8986,Stable
5.9,4,39,7,85,6930,Declining
6.7,7,68,5,72,7962,Improving
6.9,10,32,9,86,4947,Stable
5.6,2,41,7,76,6204,Declining
5.8,6,89,6,76,10264,Stable
5.9,7,58,5,76,6897,Stable
7.6,8,37,6,77,7149,Improving
7.1,7,52,4,77,7050,Improving
7.4,6,40,7,78,7519,Stable
7.1,1,47,5,75,5823,Declining
7.2,5,23,5,74,4329,Stable
6.5,9,38,7,80,7148,Stable
7.3,3,35,9,78,3912,Declining
7.6,2,72,6,78,7824,Stable
6.8,5,77,6,81,11061,Stable
9.0,6,54,8,78,8167,Improving
8.3,7,66,4,70,9590,Improving
5.0,8,31,2,75,5600,Stable
7.1,6,66,4,78,8969,Improving
8.7,10,43,6,72,8225,Improving
7.0,4,67,7,75,6902,Stable
4.5,7,44,9,89,7082,Declining
6.4,3,38,5,82,5430,Declining
7.7,6,65,6,84,8603,Improving
7.1,8,65,7,77,8762,Improving
6.1,5,75,5,81,10958,Stable
5.1,6,10,7,81,4299,Declining
7.5,7,60,8,78,9850,Stable
6.0,8,34,7,83,7446,Stable
5.1,5,31,3,81,6593,Declining
7.9,7,78,6,77,10417,Improving
6.0,8,40,3,78,6317,Improving
4.5,10,39,6,80,6436,Stable
5.2,4,30,5,77,7563,Declining
8.0,3,44,2,72,7046,Improving
8.1,6,63,6,80,10248,Improving
7.0,5,46,2,75,7013,Improving
6.4,6,49,4,74,6749,Stable
7.3,9,29,7,84,7206,Stable
7.4,8,12,8,81,4690,Stable
7.0,7,84,7,80,8886,Improving
6.1,4,60,7,81,7093,Declining
7.5,8,51,6,78,8477,Improving
5.9,6,58,5,81,9164,Stable
7.3,6,52,8,82,7513,Stable
6.0,5,10,8,88,3090,Declining
5.1,6,92,8,77,11232,Stable
7.9,5,45,3,70,8178,Improving
7.0,6,10,4,74,4815,Stable
8.7,6,89,9,80,8743,Improving
7.0,8,22,8,85,4654,Stable
5.0,8,65,6,84,9583,Stable
7.2,6,35,4,80,6480,Improving
6.7,7,48,6,87,6799,Stable
5.4,6,36,6,83,6020,Declining
6.4,7,38,6,76,5891,Stable
8.3,6,75,5,77,9159,Improving
7.6,5,30,6,82,4479,Stable
4.9,7,48,3,78,8360,Stable
6.0,7,49,5,75,7796,Stable
5.4,5,30,6,84,4771,Declining
7.0,8,27,4,75,6574,Improving
6.3,9,64,7,78,9550,Improving
7.8,6,65,7,77,8582,Improving
6.5,4,54,4,79,7552,Stable
9.0,7,17,9,83,4367,Stable
6.1,6,62,7,89,8701,Stable
5.6,9,45,5,85,8676,Stable
7.1,4,28,1,64,5130,Improving
6.2,5,60,6,84,9481,Stable
4.7,2,64,5,85,7980,Declining
7.9,5,55,4,72,7643,Improving
8.2,4,83,8,74,8245,Improving
8.6,7,34,2,72,6409,Improving
8.6,4,63,10,85,7737,Stable
7.1,4,38,8,82,6965,Declining
5.8,2,61,10,84,7121,Declining
7.5,7,26,6,81,3779,Stable
8.5,2,56,8,77,4979,Stable
5.7,4,51,7,80,5213,Declining
5.1,4,51,7,77,6945,Declining
8.8,5,37,4,71,5351,Improving
6.4,9,38,7,88,6448,Stable
6.4,5,33,6,80,5628,Declining
7.7,5,61,4,74,7761,Improving
5.5,5,65,4,78,8169,Stable
7.4,7,44,3,80,8573,Improving
5.9,9,19,8,89,4608,Declining
7.5,3,42,7,89,6268,Declining
5.9,4,48,3,71,7500,Stable
6.3,6,73,8,86,8726,Stable
5.2,7,54,1,73,8343,Improving
7.3,5,19,6,80,3733,Declining
6.3,4,10,3,85,2423,Declining
5.3,7,55,4,77,8050,Stable
6.2,9,35,8,89,5882,Stable
6.4,7,46,4,66,8214,Improving
6.5,9,34,3,72,11936,Improving
5.2,6,60,2,69,8120,Improving
5.4,4,60,5,83,6050,Declining
7.2,6,67,7,91,3326,Stable
7.3,9,53,3,78,8673,Improving
7.7,8,49,6,75,8566,Improving
5.7,3,10,5,78,5302,Declining
6.8,5,71,4,65,8116,Improving
5.7,5,46,5,80,7732,Declining
9.0,3,70,7,67,8904,Improving
5.3,6,32,7,77,4741,Declining
6.7,6,63,8,81,8504,Stable
7.0,1,19,5,73,4085,Declining
6.0,6,10,5,78,3301,Declining
8.6,4,43,5,74,7881,Improving
6.5,6,72,1,67,9096,Improving
6.8,6,41,5,78,6329,Stable
8.9,4,10,5,70,3993,Stable
7.8,1,39,10,84,5072,Declining
6.7,7,37,8,83,6921,Declining
7.4,3,83,4,74,9182,Improving
5.7,6,41,4,82,7447,Stable
7.1,5,19,4,79,3797,Stable
5.9,9,55,9,84,8063,Stable
7.6,7,62,4,75,9054,Improving
6.9,3,11,7,75,2247,Declining
8.5,10,37,7,76,7866,Improving
5.4,8,83,4,80,10185,Improving
7.0,5,68,4,79,8104,Improving
6.7,4,39,2,76,8054,Stable
6.5,8,47,4,77,7830,Improving
7.0,2,45,8,87,6180,Declining
5.9,9,34,6,86,6027,Stable
7.3,8,38,1,75,5701,Improving
8.7,7,10,5,72,4429,Improving
6.9,8,53,2,73,9203,Improving
6.5,4,40,5,83,7178,Declining
6.5,5,68,6,77,9169,Stable
6.6,7,54,10,82,7163,Declining
6.2,5,50,2,78,7232,Improving
6.8,4,51,3,70,7407,Stable
7.6,9,52,1,74,9628,Improving
5.2,7,57,2,74,9967,Improving
5.6,5,66,7,82,7271,Declining
5.2,5,60,5,77,7600,Declining
7.1,4,21,1,73,5216,Stable
5.3,5,28,3,80,5182,Declining
5.9,7,38,8,83,5914,Declining
5.7,4,18,6,88,4551,Declining
4.5,6,53,7,90,7429,Declining
5.7,6,30,8,84,6078,Declining
7.6,4,42,6,70,6482,Stable
7.6,5,33,4,77,4715,Stable
7.9,7,15,6,76,5857,Stable
8.1,6,40,6,71,5116,Improving
6.9,9,10,6,81,4614,Stable
8.4,7,37,9,81,5205,Stable
6.9,5,24,6,78,5448,Declining
6.6,5,33,10,93,5166,Declining
6.6,6,22,10,89,4821,Declining
8.1,7,10,6,77,4616,Stable
6.1,3,47,6,76,7469,Declining
7.3,4,42,4,78,5569,Stable
5.6,7,41,5,83,5768,Stable
5.2,7,86,5,78,10386,Improving
7.2,7,31,1,72,5201,Improving
9.0,5,13,10,87,3128,Declining
5.5,5,51,2,68,6703,Stable
6.8,9,36,5,74,8073,Improving
4.5,8,32,8,88,4268,Declining
5.7,4,37,4,75,7155,Declining
7.4,5,30,1,67,5455,Improving
7.9,8,47,2,67,8933,Improving
6.2,5,57,6,79,8977,Stable
8.8,2,11,3,78,3843,Stable
6.7,8,92,10,87,10482,Stable
7.7,8,53,6,82,5957,Improving
6.1,5,10,2,73,3185,Stable
6.4,8,82,7,91,11788,Improving
7.1,6,37,4,75,5474,Improving
6.7,3,35,6,79,5648,Declining
7.9,3,22,6,86,4282,Declining
4.8,6,29,8,85,4832,Declining
5.2,4,47,5,87,6040,Declining
6.9,8,15,5,81,4679,Stable
8.2,6,71,6,75,7644,Improving
5.5,3,46,4,89,6681,Declining
7.3,9,36,6,87,7468,Improving
5.6,9,36,7,88,6499,Stable
7.1,4,28,7,78,6552,Declining
8.0,6,57,9,81,8604,Stable
5.1,6,30,5,86,6225,Declining
5.8,9,29,4,78,6716,Stable
6.6,4,10,6,78,2190,Declining
7.0,3,50,5,81,7198,Stable
5.0,7,71,3,76,9383,Improving
7.3,5,43,6,73,6477,Stable
6.3,5,10,7,88,3529,Declining
6.2,5,48,6,82,7234,Declining
6.9,6,69,5,77,7510,Improving
5.4,9,30,6,77,6102,Stable
8.4,6,31,7,82,5013,Stable
7.3,7,10,6,80,4383,Stable
5.7,4,75,9,87,9560,Declining
5.0,6,42,6,81,6240,Declining
6.1,6,79,4,75,9258,Improving
6.1,7,35,8,87,5996,Declining
6.1,10,101,7,76,11403,Improving
7.2,8,45,5,80,6560,Improving
7.6,4,71,7,89,8117,Stable
8.5,9,38,7,78,6530,Improving
8.1,3,50,10,85,4249,Declining
7.5,9,21,9,90,4388,Stable
6.9,6,62,7,82,8942,Stable
5.8,6,32,4,80,4707,Stable
5.7,5,87,2,73,9876,Improving
8.5,7,47,5,81,7187,Improving
7.9,2,65,6,79,8637,Stable
7.1,5,61,7,85,7690,Stable
6.9,6,58,8,84,8422,Stable
7.3,5,39,5,82,6916,Stable
7.5,7,61,3,70,9606,Improving
6.2,6,50,2,77,8177,Improving
7.5,4,54,6,75,5821,Stable
6.8,5,13,5,84,4805,Declining
9.0,6,69,6,74,9993,Improving
6.4,7,49,3,73,7197,Improving
8.0,6,45,1,71,8456,Improving
5.7,8,47,5,86,7122,Stable
8.7,7,45,6,75,7946,Improving
6.3,7,33,4,82,5096,Stable
7.7,7,46,5,83,8193,Improving
7.3,7,42,5,77,7992,Improving
6.1,6,49,10,80,6845,Declining
7.0,3,51,1,66,9111,Improving
8.9,9,56,3,69,9829,Improving
7.0,6,82,9,84,9829,Stable
5.7,3,28,7,85,4186,Declining
6.8,5,34,10,85,4672,Declining
5.1,3,44,7,87,6326,Declining
8.5,4,64,3,75,7891,Improving
5.4,5,86,4,78,10582,Stable
6.6,6,51,7,81,7709,Stable
5.8,7,19,10,88,4194,Declining
7.8,5,28,5,76,6905,Stable
7.3,6,10,4,72,3231,Stable
6.6,5,54,6,76,7287,Stable
6.2,4,60,5,84,8028,Stable
5.8,7,45,4,81,6161,Stable
6.9,7,71,5,78,9223,Improving
9.0,6,31,6,77,5989,Improving
7.2,5,35,7,79,5977,Declining
5.4,6,11,4,80,3681,Declining
6.0,1,33,7,84,4628,Declining
6.2,3,52,5,76,5978,Declining
6.0,7,20,8,79,2784,Declining
5.9,7,31,6,82,6297,Declining
7.5,6,41,4,74,6793,Improving
5.7,10,67,4,72,10202,Improving
5.8,6,32,8,90,4653,Declining
6.3,4,40,1,70,6276,Stable
7.9,7,66,4,73,9722,Improving
4.9,5,15,5,81,3039,Declining
7.6,4,35,4,77,5482,Stable
